# accuracy_goal: 1e-06
#                  sigma                     qmin                     qmax                optimal_a              min_samples            best_integral      best_integral_qmin0          finite_integral            full_integral      rel_err_best-finite        rel_err_best-full   rel_err_bestqmin0_best   rel_err_bestqmin0_full
1.760000000000000009e+00 4.322952146257679875e-11 4.717136000701706111e+07 2.430000000000000426e+01 1.300000000000000000e+01 9.124470740520513573e+03 9.124959485738774674e+03 9.124469231589766423e+03 9.124478091217080873e+03 1.653718927481065784e-07 8.056018649851337806e-07 5.356422659022308356e-05 5.275858157379711473e-05
1.770000000000000018e+00 3.481699479886834523e-11 5.457658442615141720e+07 1.540000000000000036e+01 1.300000000000000000e+01 1.069536375146845057e+04 1.069507576050038915e+04 1.069535687419574060e+04 1.069536748453905602e+04 6.430147951924647472e-07 3.490362169271377453e-07 2.692671093321920175e-05 2.727573775174902345e-05
1.780000000000000027e+00 2.758224091802288374e-11 6.417016848352890462e+07 1.209999999999999964e+01 1.300000000000000000e+01 1.254800036720946264e+04 1.254756702171870165e+04 1.254798044383763227e+04 1.254799262204594015e+04 1.587775173825484119e-06 6.172432321069747669e-07 3.453502375513207827e-05 3.391780183953478644e-05
1.790000000000000036e+00 2.218173135921601402e-11 7.429484137310026586e+07 1.370000000000000107e+01 1.300000000000000000e+01 1.473478185437871434e+04 1.473522938864453499e+04 1.473476561788226354e+04 1.473478024620796896e+04 1.101917524300265584e-06 1.091411421489548433e-07 3.037264278789827659e-05 3.048178724495215482e-05
1.800000000000000044e+00 1.754523519917457646e-11 8.742035441033141315e+07 7.099999999999999645e+00 1.900000000000000000e+01 1.731823603536404335e+04 1.731831735766640486e+04 1.731823044618653148e+04 1.731824729110144835e+04 3.227337532684240402e-07 6.499351358027948412e-07 4.695761288589242886e-06 4.045823100846197583e-06
1.810000000000000053e+00 1.408908767343849542e-11 1.012821295040248334e+08 1.090000000000000036e+01 1.300000000000000000e+01 2.037300777994400414e+04 2.037400554936025583e+04 2.037298393449672949e+04 2.037300422841674663e+04 1.170444513740377368e-06 1.743251617530319532e-07 4.897506676623023084e-05 4.914940046556969509e-05
1.820000000000000062e+00 1.112691934832548113e-11 1.192644407771576494e+08 1.390000000000000036e+01 1.300000000000000000e+01 2.398816107787676810e+04 2.398897404377277053e+04 2.398814440075800667e+04 2.398816784566692149e+04 6.952233771324499287e-07 2.821303484672877921e-07 3.389029669107013150e-05 3.360815678112162819e-05
1.830000000000000071e+00 8.780632178867565309e-12 1.404936301535097957e+08 1.240000000000000036e+01 1.300000000000000000e+01 2.827029331352184090e+04 2.826910494582488536e+04 2.827024230206735956e+04 2.827026943259758264e+04 1.804422259147389446e-06 8.447363515654487857e-07 4.203591677583108557e-05 4.119121593353260977e-05
1.840000000000000080e+00 7.035294204033907014e-12 1.629382098438439071e+08 5.870000000000000284e+01 1.300000000000000000e+01 3.334674350865370798e+04 3.333281781118566141e+04 3.334673004003347160e+04 3.334676287222102837e+04 4.038962806911378194e-07 5.806730744628776230e-07 4.176029201901754044e-04 4.181833507738667442e-04
1.850000000000000089e+00 5.543264407348357588e-12 1.920828880643730462e+08 1.409999999999999964e+01 1.300000000000000000e+01 3.937022626302282151e+04 3.937168019721595920e+04 3.937022162486328307e+04 3.937025974026357289e+04 1.178088247162795580e-07 8.503180058307867721e-07 3.692979012679038932e-05 3.607944071889410955e-05
1.860000000000000098e+00 4.434927799248251058e-12 2.229169369659467041e+08 2.500000000000000355e+01 1.300000000000000000e+01 4.652367769664798107e+04 4.652589562573506555e+04 4.652359987446329615e+04 4.652364613389240549e+04 1.672746410314555737e-06 6.784239456370719817e-07 4.767312467312287503e-05 4.835158096134928459e-05
1.870000000000000107e+00 3.489033066666428247e-12 2.629820866863785982e+08 1.610000000000000142e+01 1.300000000000000000e+01 5.502630985192171647e+04 5.502441539713476232e+04 5.502621583890753391e+04 5.502626971307133499e+04 1.708513165030163092e-06 7.294488721619919755e-07 3.442816340132965404e-05 3.369873964275262539e-05
1.880000000000000115e+00 2.742747502062872501e-12 3.103654276123686433e+08 3.990000000000000568e+01 1.300000000000000000e+01 6.514137577478274034e+04 6.515000897272323346e+04 6.514136389918661735e+04 6.514142674458452530e+04 1.823049965820428742e-07 7.824483486492874524e-07 1.325301751430795979e-04 1.317476230964136151e-04
1.890000000000000124e+00 2.189523023568458002e-12 3.605486270108106136e+08 1.850000000000000355e+01 1.300000000000000000e+01 7.718543832981536980e+04 7.718796009223036526e+04 7.718535290534804517e+04 7.718542951379717852e+04 1.106744532597836593e-06 1.142186841067813446e-07 3.267147883801486562e-05 3.278570125381497061e-05
1.900000000000000133e+00 1.718578869499242960e-12 4.258183501893644929e+08 1.140000000000000036e+01 1.300000000000000000e+01 9.153850650959523045e+04 9.154447138900263235e+04 9.153850679299337207e+04 9.153859643931665050e+04 3.095944554346938101e-09 9.824240803131116669e-07 6.516251613496278278e-05 6.418002803742468918e-05
1.910000000000000142e+00 1.347887448861906477e-12 5.030914908258879185e+08 4.000000000000000711e+01 1.300000000000000000e+01 1.086586219511151721e+05 1.086700101529179374e+05 1.086584781427521375e+05 1.086585832160967839e+05 1.323489574791317864e-06 3.564837423953594523e-07 1.048071620850182735e-04 1.051636831894630058e-04
1.920000000000000151e+00 1.073657668699136024e-12 5.850160933861933947e+08 1.150000000000000000e+01 1.300000000000000000e+01 1.290966191082753649e+05 1.291052876353350002e+05 1.290964379264617455e+05 1.290965665662428073e+05 1.403460982575990567e-06 4.069979082718591020e-07 6.714759162178330113e-05 6.755461685898448971e-05
1.929999999999999938e+00 8.408007990814760793e-13 6.916714550950938463e+08 1.459999999999999964e+01 1.300000000000000000e+01 1.535168952069119259e+05 1.535231358123293321e+05 1.535167554576893745e+05 1.535169067030021106e+05 9.103190211050848765e-07 7.488484774452233271e-08 4.065093557940331587e-05 4.057604768751966979e-05
1.939999999999999947e+00 6.579404164904076853e-13 8.180729079608244896e+08 9.199999999999999289e+00 1.900000000000000000e+01 1.827210586462128849e+05 1.827212773863509938e+05 1.827208772637393267e+05 1.827210553722299228e+05 9.926751462361907833e-07 1.791792935662606265e-08 1.197126044088710366e-06 1.215043994895356325e-06
1.949999999999999956e+00 5.144543251326141235e-13 9.679293130151299238e+08 8.500000000000000000e+00 1.900000000000000000e+01 2.176766860926702793e+05 2.176759980393870210e+05 2.176764393899171264e+05 2.176766494679679454e+05 1.133346143681724097e-06 1.682527842258423319e-07 3.160895618217102671e-06 2.992643365820749111e-06
1.959999999999999964e+00 4.085952608540595557e-13 1.127029571839619875e+09 1.670000000000000284e+01 1.300000000000000000e+01 2.595528511918418226e+05 2.595440318233031430e+05 2.595526846570448542e+05 2.595529433335528011e+05 6.416223249178984868e-07 3.550016031220853276e-07 3.397908556265847452e-05 3.433407510315070882e-05
1.969999999999999973e+00 3.190081651543186533e-13 1.334416155397857189e+09 1.910000000000000142e+01 1.300000000000000000e+01 3.097637714458486298e+05 3.097732496301077772e+05 3.097636893511219532e+05 3.097639953912675846e+05 2.650237245319330209e-07 7.229549666414847456e-07 3.059810453271263940e-05 2.987512744501951477e-05
1.979999999999999982e+00 2.488736847085406246e-13 1.580537660394760847e+09 8.599999999999999645e+00 1.900000000000000000e+01 3.700211548860336188e+05 3.700199239168083295e+05 3.700209857511605951e+05 3.700213483991159592e+05 4.570953527956537394e-07 5.229781556593614350e-07 3.326753643770551948e-06 3.849730059610428321e-06
1.989999999999999991e+00 1.940106122229281176e-13 1.872730821960532665e+09 9.400000000000000355e+00 1.900000000000000000e+01 4.423984778605956235e+05 4.423990248500671587e+05 4.423979115479936008e+05 4.423983419505720958e+05 1.280097819723152748e-06 3.072118736441159618e-07 1.236418068571114118e-06 1.543630322057541505e-06
2.000000000000000000e+00 1.511269594689771081e-13 2.219740469081392288e+09 1.340000000000000036e+01 1.300000000000000000e+01 5.294081797864986584e+05 5.293785553496764041e+05 5.294081772621846758e+05 5.294086888788577635e+05 4.768180944296196623e-09 9.616244874696766212e-07 5.595764847116877763e-05 5.691921914839342397e-05
